"NumberOfVehicles","AccidentDate","Time","FirstRoadClass","RoadSurface","LightingConditions","Daylight.Dark","WeatherConditions","TypeOfVehicle","CasualtyClass","CasualtySeverity","SexOfCasualty","AgeOfCasualty"
2,"20/07/2015",554,"A","dry",1,"Daylight","Fine without high winds",3,1,3,1,37
2,"22/07/2015",810,"B","dry",1,"Daylight","Fine without high winds",9,1,2,2,41
1,"22/07/2015",1738,"A","dry",1,"Daylight","Fine without high winds",9,3,3,2,11
1,"24/07/2015",1510,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,25
2,"24/07/2015",2200,"A","dry",4,"Dark","Fine without high winds",9,1,3,2,39
1,"24/07/2015",2315,"Unclassified","dry",4,"Dark","Fine without high winds",9,3,2,1,24
1,"25/07/2015",1224,"A","dry",1,"Daylight","Fine without high winds",9,3,3,1,55
1,"25/07/2015",1700,"Unclassified","dry",1,"Daylight","Fine without high winds",90,3,2,1,13
2,"26/07/2015",1730,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,1,39
1,"27/07/2015",1330,"A","Wet/Damp",1,"Daylight","Raining without high winds",3,1,3,2,17
2,"28/07/2015",1636,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,2,1,18
2,"30/07/2015",810,"A","Wet/Damp",1,"Daylight","Fine without high winds",5,1,3,1,58
2,"30/07/2015",1740,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,2,1,30
2,"31/07/2015",1225,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,83
2,"31/07/2015",1616,"A","dry",1,"Daylight","Fine without high winds",9,2,2,2,34
2,"31/07/2015",1615,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,45
2,"31/07/2015",1615,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,54
2,"31/07/2015",1620,"A","dry",1,"Daylight","Fine without high winds",3,1,3,1,18
2,"04/08/2015",1526,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,2,26
2,"06/08/2015",1907,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,19
1,"06/08/2015",2005,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,57
2,"03/08/2015",1425,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,35
2,"07/08/2015",1525,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,2,6
2,"07/08/2015",1525,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,2,10
2,"07/08/2015",1525,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,2,39
2,"07/08/2015",1525,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,2,21
2,"07/08/2015",1525,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,2,22
2,"07/08/2015",1525,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,2,44
2,"07/08/2015",1525,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,2,18
1,"07/08/2015",2120,"Unclassified","dry",4,"Dark","Fine without high winds",9,3,3,1,44
2,"08/08/2015",830,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,45
1,"08/08/2015",145,"Unclassified","dry",4,"Dark","Fine without high winds",9,3,2,1,22
1,"08/08/2015",2100,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,12
2,"11/08/2015",1914,"A","dry",1,"Daylight","Fine without high winds",5,1,3,1,66
4,"12/08/2015",814,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,67
1,"13/08/2015",1625,"Unclassified","dry",1,"Daylight","Fine without high winds",11,3,3,1,74
1,"14/08/2015",209,"A","Wet/Damp",4,"Dark","Raining without high winds",4,1,3,1,20
2,"14/08/2015",1450,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,2,28
2,"14/08/2015",1450,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,1,31
1,"15/08/2015",1243,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,1,1,46
2,"16/08/2015",934,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,51
2,"17/08/2015",1150,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,2,7
2,"17/08/2015",2000,"A","dry",1,"Daylight","Fine without high winds",3,1,3,1,20
2,"23/08/2015",1900,"A","Wet/Damp",1,"Daylight","Raining without high winds",5,1,3,1,36
2,"25/08/2015",1220,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,55
2,"25/08/2015",1220,"Unclassified","dry",1,"Daylight","Fine without high winds",11,1,3,1,58
2,"25/08/2015",1220,"Unclassified","dry",1,"Daylight","Fine without high winds",11,2,3,2,79
1,"26/08/2015",1356,"A","dry",1,"Daylight","Fine without high winds",9,3,3,1,7
2,"27/08/2015",730,"A","dry",1,"Daylight","Fine without high winds",3,1,3,1,19
1,"27/08/2015",1610,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,9
2,"27/08/2015",1655,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,9
2,"28/08/2015",1415,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,2,2,2,71
2,"28/08/2015",1415,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,2,47
2,"28/08/2015",1415,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,68
2,"28/08/2015",1415,"A","Wet/Damp",1,"Daylight","Fine without high winds",1,1,3,2,15
2,"03/09/2015",1715,"Unclassified","dry",1,"Daylight","Fine without high winds",3,1,3,1,23
1,"03/09/2015",1837,"Unclassified","dry",1,"Daylight","Fine without high winds",3,1,2,1,19
2,"01/09/2015",1015,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,7
1,"06/09/2015",50,"A","dry",4,"Dark","Fine without high winds",9,1,3,2,26
2,"06/09/2015",1849,"A","dry",1,"Daylight","Fine without high winds",3,1,2,1,30
1,"07/09/2015",820,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,3,3,1,18
2,"09/09/2015",655,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,56
2,"09/09/2015",740,"A","dry",1,"Daylight","Fine without high winds",4,1,3,1,56
2,"09/09/2015",1332,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,41
1,"06/09/2015",830,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,46
1,"10/09/2015",1400,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,53
2,"11/09/2015",1510,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,35
2,"11/09/2015",1510,"Unclassified","dry",1,"Daylight","Fine without high winds",19,1,3,1,63
1,"12/09/2015",754,"B","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,27
2,"13/09/2015",1245,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,68
2,"13/09/2015",1924,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,23
2,"16/09/2015",826,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,50
2,"16/09/2015",826,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,45
1,"16/09/2015",1115,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,25
1,"16/09/2015",1248,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,2,1,31
2,"16/09/2015",1015,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,25
4,"17/09/2015",2015,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,2,32
4,"17/09/2015",2015,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,2,56
1,"18/09/2015",1640,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,44
2,"19/09/2015",1550,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,63
2,"21/09/2015",1731,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,59
2,"22/09/2015",830,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,18
2,"24/09/2015",1005,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",2,1,3,2,22
2,"24/09/2015",2240,"A","dry",4,"Dark","Fine without high winds",9,1,3,2,23
2,"24/09/2015",2240,"A","dry",4,"Dark","Fine without high winds",9,1,3,2,46
1,"25/09/2015",805,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,11
2,"25/09/2015",1226,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,47
2,"27/09/2015",825,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,55
2,"27/09/2015",1500,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,50
2,"27/09/2015",1710,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,20
1,"28/09/2015",1023,"A","dry",1,"Daylight","Fine without high winds",11,3,2,1,61
2,"28/09/2015",1608,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,16
1,"28/09/2015",950,"A","dry",1,"Daylight","Fine without high winds",11,2,3,1,78
2,"29/09/2015",2005,"Unclassified","dry",4,"Dark","Fine without high winds",9,2,3,2,47
1,"30/09/2015",1541,"A","dry",1,"Daylight","Fine without high winds",9,3,2,1,10
2,"01/10/2015",1640,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,25
2,"01/10/2015",1640,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,29
1,"01/10/2015",1830,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,5
1,"02/10/2015",1209,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,1,1
2,"02/10/2015",1620,"A","dry",1,"Daylight","Fine without high winds",5,1,3,1,35
2,"02/10/2015",1620,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,36
2,"03/10/2015",1825,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,6
1,"02/10/2015",2115,"Unclassified","dry",4,"Dark","Fine without high winds",9,3,3,1,63
4,"04/10/2015",740,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,24
2,"04/10/2015",1240,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,27
3,"05/10/2015",1230,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,53
3,"05/10/2015",1230,"A","dry",1,"Daylight","Fine without high winds",9,2,3,1,19
2,"06/10/2015",1945,"Unclassified","dry",4,"Dark","Fine without high winds",1,1,3,1,16
2,"07/10/2015",655,"A","Wet/Damp",4,"Dark","Raining without high winds",1,1,3,1,28
1,"09/10/2015",1700,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,5
2,"10/10/2015",1219,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,32
2,"10/10/2015",1219,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,41
1,"10/10/2015",1527,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,2,13
2,"11/10/2015",1933,"A","dry",4,"Dark","Fine without high winds",9,1,2,1,26
2,"11/10/2015",1933,"A","dry",4,"Dark","Fine without high winds",9,1,2,1,19
2,"12/10/2015",741,"A(m)","dry",1,"Daylight","Fine without high winds",5,1,2,1,37
1,"12/10/2015",1618,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,7
2,"13/10/2015",1409,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,59
2,"14/10/2015",1145,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,54
2,"14/10/2015",1145,"A","dry",1,"Daylight","Fine without high winds",9,1,2,1,83
2,"15/10/2015",1422,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,28
2,"16/10/2015",1620,"Unclassified","dry",1,"Daylight","Fine without high winds",18,1,3,1,47
2,"16/10/2015",1620,"Unclassified","dry",1,"Daylight","Fine without high winds",18,2,3,1,9
2,"16/10/2015",1620,"Unclassified","dry",1,"Daylight","Fine without high winds",18,2,3,2,10
2,"16/10/2015",1620,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,41
3,"17/10/2015",1045,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,19
2,"18/10/2015",754,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,43
2,"19/10/2015",2058,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,2,2,21
2,"19/10/2015",2058,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,49
2,"19/10/2015",2058,"Unclassified","dry",4,"Dark","Fine without high winds",9,2,3,2,12
1,"20/10/2015",1716,"Unclassified","dry",1,"Daylight","Fine without high winds",21,3,3,2,18
2,"21/10/2015",1810,"A","dry",4,"Dark","Fine without high winds",3,1,3,1,31
2,"25/10/2015",1210,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,54
2,"25/10/2015",1210,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,25
2,"27/10/2015",1250,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,30
2,"28/10/2015",940,"motorway","dry",1,"Daylight","Raining without high winds",9,2,3,2,8
2,"28/10/2015",940,"motorway","dry",1,"Daylight","Raining without high winds",9,2,3,2,13
2,"29/10/2015",1000,"Unclassified","Wet/Damp",1,"Daylight","Fine with high winds",9,1,3,2,42
1,"01/11/2015",415,"Unclassified","Wet/Damp",4,"Dark","Fog or mist - if hazard",9,1,3,1,29
1,"01/11/2015",415,"Unclassified","Wet/Damp",4,"Dark","Fog or mist - if hazard",9,2,3,2,36
1,"01/11/2015",415,"Unclassified","Wet/Damp",4,"Dark","Fog or mist - if hazard",9,2,3,1,27
1,"01/11/2015",415,"Unclassified","Wet/Damp",4,"Dark","Fog or mist - if hazard",9,2,3,2,23
2,"01/11/2015",1337,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,2,1,44
2,"04/11/2015",1115,"A","dry",1,"Daylight","Fine without high winds",1,1,3,2,26
2,"04/11/2015",1906,"A","Wet/Damp",1,"Daylight","Fine without high winds",1,1,2,2,42
1,"05/11/2015",1755,"A(m)","Wet/Damp",4,"Dark","Fog or mist - if hazard",9,3,3,2,19
1,"05/11/2015",1930,"Unclassified","Wet/Damp",4,"Dark","Raining without high winds",9,3,2,1,28
1,"07/11/2015",1210,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,3,3,1,63
2,"07/11/2015",1355,"Unclassified","dry",1,"Daylight","Fine without high winds",2,1,3,1,17
2,"07/11/2015",1558,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,36
1,"08/11/2015",1344,"A","dry",1,"Daylight","Fine without high winds",9,3,3,2,76
1,"08/11/2015",1344,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,29
1,"08/11/2015",1740,"motorway","Wet/Damp",4,"Dark","Raining with high winds",9,1,3,2,27
2,"06/11/2015",1715,"B","dry",4,"Dark","Fine without high winds",9,1,3,2,43
2,"09/11/2015",1745,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,2,24
1,"09/11/2015",1811,"A","Wet/Damp",4,"Dark","Fine with high winds",3,1,3,1,42
1,"09/11/2015",1811,"A","Wet/Damp",4,"Dark","Fine with high winds",3,3,3,1,25
1,"10/11/2015",1510,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,3,3,2,15
2,"10/11/2015",946,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,31
1,"07/11/2015",1200,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,3,3,2,87
2,"13/11/2015",647,"A","Wet/Damp",4,"Dark","Raining without high winds",3,1,3,2,36
2,"13/11/2015",1420,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,30
1,"13/11/2015",1550,"Unclassified","Wet/Damp",1,"Daylight","Raining with high winds",19,3,3,1,15
1,"13/11/2015",1500,"A","Wet/Damp",1,"Daylight","Raining with high winds",9,3,3,1,23
2,"14/11/2015",1559,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,31
1,"14/11/2015",2100,"motorway","Wet/Damp",4,"Dark","Raining without high winds",9,2,3,2,61
1,"14/11/2015",2117,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,3,3,1,17
1,"14/11/2015",2117,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,3,3,2,17
2,"14/11/2015",2320,"motorway","Wet/Damp",4,"Dark","Raining with high winds",9,2,3,2,64
2,"14/11/2015",2320,"motorway","Wet/Damp",4,"Dark","Raining with high winds",9,1,3,1,20
2,"14/11/2015",2320,"motorway","Wet/Damp",4,"Dark","Raining with high winds",9,1,3,1,55
2,"18/11/2015",1911,"A","Wet/Damp",4,"Dark","Fine with high winds",9,1,3,2,52
2,"19/11/2015",610,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,38
2,"19/11/2015",610,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,49
2,"18/11/2015",1215,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,49
3,"19/11/2015",1605,"motorway","Wet/Damp",4,"Dark","Raining with high winds",9,1,3,2,20
3,"19/11/2015",1605,"motorway","Wet/Damp",4,"Dark","Raining with high winds",9,1,3,2,24
1,"20/11/2015",1014,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,3,3,2,19
2,"20/11/2015",1356,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,1,2,1,88
1,"22/11/2015",2117,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,2,1,18
1,"22/11/2015",2117,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,15
3,"23/11/2015",1454,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,3,2,1,58
1,"24/11/2015",1030,"A","Wet/Damp",1,"Daylight","Fine without high winds",4,1,2,1,23
1,"24/11/2015",1539,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,3,3,2,7
2,"25/11/2015",700,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,31
2,"25/11/2015",700,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",8,2,3,2,33
1,"25/11/2015",1145,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,54
2,"26/11/2015",1645,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,22
3,"27/11/2015",1630,"motorway","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,43
3,"27/11/2015",1800,"A","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,2,27
2,"29/11/2015",731,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",8,1,3,1,30
2,"29/11/2015",902,"A","Wet/Damp",1,"Daylight","Raining with high winds",9,1,3,1,29
2,"30/11/2015",730,"A","Wet/Damp",1,"Daylight","Fine without high winds",4,1,2,1,18
1,"09/11/2015",1700,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",10,3,3,1,66
2,"02/12/2015",630,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,64
1,"03/12/2015",1745,"Unclassified","Wet/Damp",4,"Dark","Raining without high winds",9,3,3,1,43
3,"03/12/2015",1826,"B","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,1,54
3,"03/12/2015",1826,"B","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,2,45
3,"05/12/2015",1322,"A","Wet/Damp",1,"Daylight","Raining with high winds",9,2,3,1,47
3,"05/12/2015",1322,"A","Wet/Damp",1,"Daylight","Raining with high winds",9,2,3,1,24
3,"05/12/2015",1322,"A","Wet/Damp",1,"Daylight","Raining with high winds",9,1,3,1,49
3,"05/12/2015",1322,"A","Wet/Damp",1,"Daylight","Raining with high winds",9,2,3,1,3
2,"06/12/2015",1600,"Unclassified","dry",1,"Daylight","Fine without high winds",16,1,3,2,40
2,"08/12/2015",1915,"motorway","Wet/Damp",4,"Dark","Raining with high winds",21,1,3,1,62
2,"09/12/2015",854,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,27
2,"09/12/2015",854,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,43
2,"09/12/2015",854,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,18
1,"10/12/2015",1530,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,14
1,"10/12/2015",1620,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,3,2,1,87
1,"10/12/2015",1625,"A","Wet/Damp",4,"Dark","Fine without high winds",9,3,3,1,44
3,"16/12/2015",1040,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,31
3,"16/12/2015",1040,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,48
2,"13/12/2015",1532,"A","Wet/Damp",1,"Daylight","Raining without high winds",8,2,3,1,21
1,"15/12/2015",1750,"Unclassified","Wet/Damp",4,"Dark","Raining without high winds",9,3,2,2,47
1,"16/12/2015",914,"A","Wet/Damp",1,"Daylight","Raining without high winds",3,1,3,1,23
1,"16/12/2015",946,"A","Wet/Damp",1,"Daylight","Raining without high winds",8,2,3,1,1
1,"17/12/2015",1026,"Unclassified","dry",1,"Daylight","Fine without high winds",20,3,2,1,40
1,"18/12/2015",2054,"A","dry",4,"Dark","Fine without high winds",9,3,2,1,69
1,"18/12/2015",2054,"A","dry",4,"Dark","Fine without high winds",9,3,2,1,49
2,"21/12/2015",727,"A","Wet/Damp",4,"Dark","Raining with high winds",5,1,3,1,49
1,"21/12/2015",1913,"A","Wet/Damp",4,"Dark","Fine without high winds",9,3,3,1,62
2,"22/12/2015",1219,"motorway","Wet/Damp",1,"Daylight","Raining with high winds",9,1,3,1,32
1,"22/12/2015",1310,"B","Wet/Damp",1,"Daylight","Raining with high winds",9,3,3,2,15
1,"23/12/2015",1029,"Unclassified","dry",1,"Daylight","Fine without high winds",90,3,1,1,59
2,"23/12/2015",1810,"motorway","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,2,34
2,"24/12/2015",1856,"A","Wet/Damp",4,"Dark","Fine without high winds",16,1,3,1,22
2,"26/12/2015",1015,"B","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,27
2,"26/12/2015",1015,"B","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,1,22
2,"26/12/2015",1015,"B","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,1,2
2,"26/12/2015",1240,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,27
2,"26/12/2015",1755,"Unclassified","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,2,28
2,"26/12/2015",1822,"A","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,1,36
1,"29/12/2015",1220,"A","dry",1,"Daylight","Fine without high winds",19,2,2,1,38
2,"29/12/2015",1800,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,44
2,"31/12/2015",1450,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",19,1,3,1,20
2,"31/12/2015",1450,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,49
2,"31/12/2015",2040,"motorway","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,2,43
2,"31/12/2015",2040,"motorway","Wet/Damp",4,"Dark","Raining without high winds",9,2,3,2,79
1,"28/01/2014",835,"Unclassified","Wet/Damp",1,"Daylight","Unknown",9,3,3,2,8
1,"28/01/2014",1745,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,3,3,2,15
1,"28/01/2014",1745,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,3,3,1,17
2,"30/01/2014",900,"Unclassified","Wet/Damp",1,"Daylight","Other",9,1,3,2,29
2,"30/01/2014",900,"Unclassified","Wet/Damp",1,"Daylight","Other",9,2,3,1,9
2,"30/01/2014",900,"Unclassified","Wet/Damp",1,"Daylight","Other",9,2,3,2,11
2,"30/01/2014",900,"Unclassified","Wet/Damp",1,"Daylight","Other",9,2,3,1,8
2,"30/01/2014",1815,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",19,1,3,1,28
2,"30/01/2014",1815,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,29
2,"30/01/2014",1815,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,56
2,"30/01/2014",2115,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,30
2,"30/01/2014",2115,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,28
1,"01/02/2014",130,"A","dry",4,"Dark","Fine without high winds",8,2,2,2,52
1,"01/02/2014",1240,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,35
1,"05/02/2014",1615,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,3,3,2,40
2,"06/02/2014",1857,"A","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,1,40
1,"06/02/2014",2040,"motorway","Wet/Damp",4,"Dark","Raining without high winds",9,2,3,1,22
3,"07/02/2014",1906,"B","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,24
3,"07/02/2014",1906,"B","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,43
2,"07/02/2014",2200,"A","dry",4,"Dark","Fine without high winds",9,1,1,1,20
2,"07/02/2014",2200,"A","dry",4,"Dark","Fine without high winds",9,2,1,1,19
2,"07/02/2014",2200,"A","dry",4,"Dark","Fine without high winds",9,2,3,1,19
2,"08/02/2014",1200,"Unclassified","Wet/Damp",1,"Daylight","Fine with high winds",1,1,3,1,53
1,"09/02/2014",1133,"motorway","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,2,5
2,"10/02/2014",1805,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,2,42
1,"11/02/2014",1745,"A","Wet/Damp",4,"Dark","Snowing without high winds",9,3,2,1,33
1,"13/02/2014",735,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,3,3,1,16
1,"13/02/2014",955,"A","dry",1,"Daylight","Fine without high winds",9,3,3,1,51
1,"04/02/2014",1330,"Unclassified","dry",1,"Daylight","Fine with high winds",9,3,3,1,52
1,"14/02/2014",1620,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,3,3,1,18
1,"15/02/2014",511,"A","Wet/Damp",4,"Dark","Raining with high winds",8,1,3,1,25
2,"16/02/2014",1400,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,69
2,"16/02/2014",1400,"Unclassified","dry",1,"Daylight","Fine without high winds",8,1,3,1,34
1,"16/02/2014",2045,"B","dry",4,"Dark","Fine without high winds",9,1,3,2,19
1,"16/02/2014",2045,"B","dry",4,"Dark","Fine without high winds",9,2,2,1,18
2,"16/02/2014",2315,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,29
2,"16/02/2014",2315,"Unclassified","dry",4,"Dark","Fine without high winds",9,2,3,1,29
1,"17/02/2014",850,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,49
2,"17/02/2014",1740,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,46
3,"17/02/2014",1839,"motorway","dry",4,"Dark","Unknown",9,1,3,2,27
2,"18/02/2014",1800,"Unclassified","dry",1,"Daylight","Fine without high winds",11,2,3,2,46
2,"19/02/2014",905,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,21
2,"19/02/2014",905,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,77
2,"19/02/2014",1620,"Unclassified","dry",1,"Daylight","Fine without high winds",11,1,3,1,56
2,"21/02/2014",625,"A","Frost/Ice",1,"Daylight","Fine without high winds",9,1,3,1,36
1,"21/02/2014",702,"A","Frost/Ice",1,"Daylight","Fine without high winds",9,1,3,2,33
1,"21/02/2014",740,"A","Frost/Ice",1,"Daylight","Fine without high winds",19,1,3,1,28
